=== EXPERIMENT 15 STARTED AT 2026-01-13 10:51:54.015679 ===
Population size: 50
Data file: /home/bazzo/Scrivania/fjsp_rescheduling/results_scheduling/schedule_simulation_15.pkl
--------------------------------------------------------------------------------

Jobs: 10
Machines: 7
Ops per job: [3, 2, 3, 3, 3, 3, 3, 3, 3, 3]
Starting NSGA-II.
Population: 50
Crossover rate: 0.8, Mutation rate: 0.1
==========================================================================================
n_gen  |  n_eval  | n_nds  |     cv_min    |     cv_avg    |      eps      |   indicator  
    26 |     1300 |      5 |  0.000000E+00 |  0.000000E+00 |  0.0683890578 |         ideal
    27 |     1350 |      6 |  0.000000E+00 |  0.000000E+00 |  0.5337995338 |         nadir
    28 |     1400 |      6 |  0.000000E+00 |  0.000000E+00 |  0.2500000000 |         ideal
    29 |     1450 |      5 |  0.000000E+00 |  0.000000E+00 |  0.8135818908 |         nadir
    30 |     1500 |      4 |  0.000000E+00 |  0.000000E+00 |  0.0359435173 |         ideal
    31 |     1550 |      5 |  0.000000E+00 |  0.000000E+00 |  1.2005649718 |         nadir
    32 |     1600 |      5 |  0.000000E+00 |  0.000000E+00 |  1.5000000000 |         nadir
    33 |     1650 |      8 |  0.000000E+00 |  0.000000E+00 |  0.1406250000 |         nadir
    34 |     1700 |     10 |  0.000000E+00 |  0.000000E+00 |  0.2260536398 |         nadir
    35 |     1750 |      9 |  0.000000E+00 |  0.000000E+00 |  0.0577617329 |         ideal
    36 |     1800 |     12 |  0.000000E+00 |  0.000000E+00 |  0.0282791817 |             f
    37 |     1850 |     17 |  0.000000E+00 |  0.000000E+00 |  0.0641891892 |         ideal
    38 |     1900 |     12 |  0.000000E+00 |  0.000000E+00 |  0.1562500000 |         nadir
    39 |     1950 |      7 |  0.000000E+00 |  0.000000E+00 |  0.0016741071 |             f
    40 |     2000 |      8 |  0.000000E+00 |  0.000000E+00 |  0.0491803279 |         nadir
    41 |     2050 |     15 |  0.000000E+00 |  0.000000E+00 |  0.5000000000 |         nadir
    42 |     2100 |     23 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    43 |     2150 |     32 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    44 |     2200 |     49 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    45 |     2250 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    46 |     2300 |     48 |  0.000000E+00 |  0.000000E+00 |  0.0382978723 |         nadir
    47 |     2350 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    48 |     2400 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    49 |     2450 |     50 |  0.000000E+00 |  0.000000E+00 |  0.4417177914 |         nadir
    50 |     2500 |     50 |  0.000000E+00 |  0.000000E+00 |  0.1725888325 |         nadir
    51 |     2550 |     50 |  0.000000E+00 |  0.000000E+00 |  0.3333333333 |         ideal
    52 |     2600 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    53 |     2650 |     50 |  0.000000E+00 |  0.000000E+00 |  0.3427419355 |         ideal
    54 |     2700 |     50 |  0.000000E+00 |  0.000000E+00 |  0.1481481481 |         nadir
    55 |     2750 |      5 |  0.000000E+00 |  0.000000E+00 |  1.0000000000 |         nadir
    56 |     2800 |      4 |  0.000000E+00 |  0.000000E+00 |  0.0277777778 |             f
    57 |     2850 |      6 |  0.000000E+00 |  0.000000E+00 |  0.6000000000 |         nadir
    58 |     2900 |      7 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    59 |     2950 |     11 |  0.000000E+00 |  0.000000E+00 |  0.0732305817 |             f
    60 |     3000 |     13 |  0.000000E+00 |  0.000000E+00 |  0.0125356125 |             f
    61 |     3050 |      2 |  0.000000E+00 |  0.000000E+00 |  1.500000E+01 |         ideal
    62 |     3100 |      3 |  0.000000E+00 |  0.000000E+00 |  1.0000000000 |         ideal
    63 |     3150 |      2 |  0.000000E+00 |  0.000000E+00 |  0.7058823529 |         ideal
    64 |     3200 |      3 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    65 |     3250 |      6 |  0.000000E+00 |  0.000000E+00 |  0.3461538462 |         ideal
    66 |     3300 |      3 |  0.000000E+00 |  0.000000E+00 |  1.1111111111 |         ideal
    67 |     3350 |      6 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    68 |     3400 |     11 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    69 |     3450 |      1 |  0.000000E+00 |  0.000000E+00 |  2.0000000000 |         ideal
    70 |     3500 |      1 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    71 |     3550 |      2 |  0.000000E+00 |  0.000000E+00 |  1.0000000000 |         ideal
    72 |     3600 |      1 |  0.000000E+00 |  0.000000E+00 |  5.0000000000 |         ideal
    73 |     3650 |      2 |  0.000000E+00 |  0.000000E+00 |  1.0000000000 |         ideal
    74 |     3700 |      6 |  0.000000E+00 |  0.000000E+00 |  0.7000000000 |         ideal
    75 |     3750 |     16 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    76 |     3800 |     24 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    77 |     3850 |     31 |  0.000000E+00 |  0.000000E+00 |  0.0243902439 |         ideal
    78 |     3900 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    79 |     3950 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    80 |     4000 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    81 |     4050 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    82 |     4100 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    83 |     4150 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    84 |     4200 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    85 |     4250 |     50 |  0.000000E+00 |  0.000000E+00 |  0.5000000000 |         ideal
    86 |     4300 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    87 |     4350 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    88 |     4400 |     50 |  0.000000E+00 |  0.000000E+00 |  0.1428571429 |         nadir
    89 |     4450 |     50 |  0.000000E+00 |  0.000000E+00 |  0.0335570470 |         nadir
    90 |     4500 |      5 |  0.000000E+00 |  0.000000E+00 |  0.1550387597 |         nadir
    91 |     4550 |      6 |  0.000000E+00 |  0.000000E+00 |  0.2169811321 |         nadir
    92 |     4600 |      7 |  0.000000E+00 |  0.000000E+00 |  0.0074123989 |             f
    93 |     4650 |      8 |  0.000000E+00 |  0.000000E+00 |  0.0341463415 |         nadir
    94 |     4700 |      9 |  0.000000E+00 |  0.000000E+00 |  0.0049019608 |         nadir
    95 |     4750 |     12 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    96 |     4800 |     17 |  0.000000E+00 |  0.000000E+00 |  0.1333333333 |         nadir
    97 |     4850 |     13 |  0.000000E+00 |  0.000000E+00 |  0.0102564103 |             f
    98 |     4900 |     22 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
    99 |     4950 |     38 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   100 |     5000 |     36 |  0.000000E+00 |  0.000000E+00 |  0.0001543210 |             f
   101 |     5050 |     50 |  0.000000E+00 |  0.000000E+00 |  0.0005555556 |             f
   102 |     5100 |     50 |  0.000000E+00 |  0.000000E+00 |  0.0011111111 |             f
   103 |     5150 |     50 |  0.000000E+00 |  0.000000E+00 |  0.0625000000 |         ideal
   104 |     5200 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   105 |     5250 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   106 |     5300 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   107 |     5350 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   108 |     5400 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   109 |     5450 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   110 |     5500 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   111 |     5550 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   112 |     5600 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   113 |     5650 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   114 |     5700 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   115 |     5750 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   116 |     5800 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   117 |     5850 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   118 |     5900 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   119 |     5950 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   120 |     6000 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   121 |     6050 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   122 |     6100 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   123 |     6150 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   124 |     6200 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   125 |     6250 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   126 |     6300 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   127 |     6350 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   128 |     6400 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   129 |     6450 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   130 |     6500 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   131 |     6550 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f
   132 |     6600 |     50 |  0.000000E+00 |  0.000000E+00 |  0.000000E+00 |             f

============================================================
PARETO FRONT DEFINITION
============================================================
Pareto front extracted from res.opt:
  Solutions number: 50
  Chromosome dimension: (50, 58)
  Objectives dimension: (50, 3)
  All the solutions are non dominated (valid front)
============================================================

Shape of Pareto Front before NDS: (50, 3)
NDS ongoing
Pareto Front after NDS: (50, 3)
Combined Pareto solutions and objectives saved to CSV: /home/bazzo/Scrivania/fjsp_rescheduling/results/NSGA2/EX15/Pop_50/pareto_solutions_full.csv
Pareto solutions saved to JSON: /home/bazzo/Scrivania/fjsp_rescheduling/results/NSGA2/EX15/Pop_50/pareto_solutions.json
=============== PARETO FRONT ASSESSMENT ===============
Size of X: (50, 58), Size of F: (50, 3)
Found 50 total points, 3 unique points
==========================================================
UNIQUE INDIVIDUAL 1/3 (Original index: 0): [0 3 0 5 0 5 1 2 0 4 3 4 3 2 1 1 1 5 5 4 2 2 3 4 3 5 3 4 0 1 8 9 4 2 3 0 9
 7 5 3 1 6 0 6 7 5 8 8 3 6 2 9 7 5 2 4 4 0]
Value of the first objective: 308.0.
Value of the second objective: 5.0.
Value of the third objective: 24.0.

============================================================
SCHEDULE SUMMARY
============================================================
Op   Job  Machine  Start    End      Dur    Status      
------------------------------------------------------------
3    1    6        0.0      3.0      3.0    TO_PROCESS  
8    3    N/A      0.0      2.0      2.0    TO_PROCESS  
14   5    2        0.0      4.0      4.0    TO_PROCESS  
20   7    3        0.0      1.0      1.0    TO_PROCESS  
23   8    5        0.0      5.0      5.0    TO_PROCESS  
21   7    3        1.0      9.0      8.0    TO_PROCESS  
26   9    4        1.0      8.0      7.0    TO_PROCESS  
0    0    N/A      2.0      3.0      1.0    TO_PROCESS  
5    2    6        5.0      6.0      1.0    TO_PROCESS  
11   4    5        5.0      8.0      3.0    TO_PROCESS  
15   5    2        5.0      6.0      1.0    TO_PROCESS  
6    2    2        6.0      7.0      1.0    TO_PROCESS  
17   6    6        6.0      8.0      2.0    TO_PROCESS  
16   5    2        7.0      9.0      2.0    TO_PROCESS  
1    0    4        8.0      9.0      1.0    TO_PROCESS  
4    1    N/A      8.0      10.0     2.0    TO_PROCESS  
18   6    6        8.0      11.0     3.0    TO_PROCESS  
27   9    5        8.0      9.0      1.0    TO_PROCESS  
7    2    3        9.0      14.0     5.0    TO_PROCESS  
9    3    5        9.0      12.0     3.0    TO_PROCESS  
24   8    4        9.0      13.0     4.0    TO_PROCESS  
28   9    N/A      10.0     11.0     1.0    TO_PROCESS  
2    0    N/A      11.0     15.0     4.0    TO_PROCESS  
19   6    5        12.0     13.0     1.0    TO_PROCESS  
10   3    4        13.0     14.0     1.0    TO_PROCESS  
25   8    6        13.0     15.0     2.0    TO_PROCESS  
22   7    4        14.0     17.0     3.0    TO_PROCESS  
12   4    4        17.0     23.0     6.0    TO_PROCESS  
13   4    3        23.0     24.0     1.0    TO_PROCESS  

------------------------------------------------------------
PER-MACHINE SCHEDULE:
------------------------------------------------------------
Machine 0: 8(0-2) → 0(2-3) → 4(8-10) → 28(10-11) → 2(11-15)
Machine 2: 14(0-4) → 15(5-6) → 6(6-7) → 16(7-9)
Machine 3: 20(0-1) → 21(1-9) → 7(9-14) → 13(23-24)
Machine 4: 26(1-8) → 1(8-9) → 24(9-13) → 10(13-14) → 22(14-17) → 12(17-23)
Machine 5: 23(0-5) → 11(5-8) → 27(8-9) → 9(9-12) → 19(12-13)
Machine 6: 3(0-3) → 5(5-6) → 17(6-8) → 18(8-11) → 25(13-15)

Makespan: 24.0
============================================================

Set parameter Username
Academic license - for non-commercial use only - expires 2026-10-10
Set parameter TimeLimit to value 1800
Set parameter Presolve to value 2
Set parameter MIPFocus to value 3
Set parameter Heuristics to value 0.1
Set parameter ImproveStartGap to value 0.5
Set parameter Presolve to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Ubuntu 22.04.5 LTS")

CPU model: Intel(R) Xeon(R) W-2145 CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 8 physical cores, 16 logical processors, using up to 16 threads

Non-default parameters:
TimeLimit  1800
Heuristics  0.1
MIPFocus  3
Presolve  2
ImproveStartGap  0.5

Optimize a model with 12034 rows, 1309 columns and 58945 nonzeros
Model fingerprint: 0xb48daa04
Model has 10 quadratic constraints
Variable types: 10 continuous, 1299 integer (1228 binary)
Coefficient statistics:
  Matrix range     [5e-01, 5e+02]
  QMatrix range    [1e+00, 1e+00]
  QLMatrix range   [1e+00, 1e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+03]
Presolve removed 11247 rows and 941 columns
Presolve time: 0.12s
Presolved: 817 rows, 369 columns, 4747 nonzeros
Presolved model has 10 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 11 continuous, 358 integer (326 binary)
Root relaxation presolve removed 83 rows and 38 columns
Root relaxation presolved: 734 rows, 331 columns, 4516 nonzeros


Root relaxation: objective 1.000000e+00, 59 iterations, 0.00 seconds (0.00 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0    1.00000    0   17          -    1.00000      -     -    0s
H    0     0                     348.0000000    2.00000  99.4%     -    0s
     0     0    2.00000    0   23  348.00000    2.00000  99.4%     -    0s
H    0     0                     304.0000000    3.00000  99.0%     -    0s
H    0     0                     295.0000000    3.00000  99.0%     -    0s
H    0     0                     293.0000000    3.00000  99.0%     -    0s
     0     0  158.00155    0   40  293.00000  158.00155  46.1%     -    0s

Resetting heuristic parameters to focus on improving solution
(using Heuristics=0.5 and RINS=10)...

     0     0  158.00155    0   22  293.00000  158.00155  46.1%     -    0s
H    0     0                     280.0000000  158.00155  43.6%     -    0s
     0     0  158.00155    0   35  280.00000  158.00155  43.6%     -    0s
H    0     0                     253.0000000  158.00155  37.5%     -    0s
H    0     0                     246.0000000  158.00155  35.8%     -    0s
     0     0  169.00000    0   29  246.00000  169.00000  31.3%     -    0s
H    0     0                     242.0000000  169.00000  30.2%     -    0s
     0     2  169.00000    0   16  242.00000  169.00000  30.2%     -    0s
     1     4  169.00000    1   23  242.00000  169.00000  30.2%   129    0s
H    3     6                     239.0000000  169.00000  29.3%  48.7    0s
H   51    49                     238.0000000  169.00000  29.0%  30.2    0s
H   83    69                     237.0000000  169.00000  28.7%  23.5    0s
H   92    65                     224.0000000  169.00000  24.6%  23.4    0s
H  191   120                     214.0000000  169.00000  21.0%  28.3    0s
H  281   158                     212.0000000  170.00000  19.8%  29.6    0s
H  310   158                     209.0000000  170.00000  18.7%  28.6    0s
H  330   183                     206.0000000  170.00000  17.5%  27.8    0s
H  348   183                     197.0000000  170.00000  13.7%  27.5    0s
H  370   200                     194.0000000  170.00000  12.4%  26.9    0s

Cutting planes:
  Learned: 127
  Gomory: 25
  Lift-and-project: 16
  Cover: 2
  Implied bound: 49
  Clique: 1
  MIR: 216
  Mixing: 23
  StrongCG: 394
  Flow cover: 852
  Inf proof: 16
  Zero half: 284
  RLT: 16
  Relax-and-lift: 135
  PSD: 12

Explored 1740 nodes (54929 simplex iterations) in 2.10 seconds (2.29 work units)
Thread count was 16 (of 16 available processors)

Solution count 10: 194 197 206 ... 239

Optimal solution found (tolerance 1.00e-04)
Best objective 1.940000000000e+02, best bound 1.940000000000e+02, gap 0.0000%

User-callback calls 5148, time in user-callback 0.01 sec

=== SOLUTION ===
Cmax: 24.0

Operations:
 - Operation 0: start=2.0, end=3.0, Machine 0
 - Operation 1: start=4.0, end=5.0, Machine 4
 - Operation 2: start=5.0, end=9.0, Machine 0
 - Operation 3: start=-0.0, end=3.0, Machine 6
 - Operation 4: start=9.0, end=11.0, Machine 0
 - Operation 5: start=5.0, end=6.0, Machine 6
 - Operation 6: start=6.0, end=7.0, Machine 2
 - Operation 7: start=8.0, end=11.0, Machine 5
 - Operation 8: start=-0.0, end=2.0, Machine 0
 - Operation 9: start=5.0, end=8.0, Machine 5
 - Operation 10: start=11.0, end=12.0, Machine 4
 - Operation 11: start=-0.0, end=4.0, Machine 4
 - Operation 12: start=5.0, end=11.0, Machine 4
 - Operation 13: start=11.0, end=12.0, Machine 3
 - Operation 14: start=-0.0, end=4.0, Machine 2
 - Operation 15: start=5.0, end=6.0, Machine 2
 - Operation 16: start=7.0, end=9.0, Machine 2
 - Operation 17: start=3.0, end=5.0, Machine 6
 - Operation 18: start=9.0, end=12.0, Machine 6
 - Operation 19: start=12.0, end=13.0, Machine 5
 - Operation 20: start=-0.0, end=1.0, Machine 3
 - Operation 21: start=12.0, end=20.0, Machine 3
 - Operation 22: start=21.0, end=24.0, Machine 4
 - Operation 23: start=-0.0, end=5.0, Machine 5
 - Operation 24: start=6.0, end=9.0, Machine 6
 - Operation 25: start=12.0, end=14.0, Machine 6
 - Operation 26: start=1.0, end=11.0, Machine 3
 - Operation 27: start=11.0, end=12.0, Machine 5
 - Operation 28: start=12.0, end=13.0, Machine 0

[DEBUG]
TRUE makespan from C[i]: 24.0
Model cmax: 24.0

 Objective values: cmax 24.0, quadratric delay 194.0, machine assignments 5

 Machine Assignments (X[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 0
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 5
   Operation 8 → Machine 0
   Operation 9 → Machine 5
   Operation 10 → Machine 4
   Operation 11 → Machine 4
   Operation 12 → Machine 4
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 6
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 4
   Operation 23 → Machine 5
   Operation 24 → Machine 6
   Operation 25 → Machine 6
   Operation 26 → Machine 3
   Operation 27 → Machine 5
   Operation 28 → Machine 0

 Machine Assignments (X_old[i,k]=1):
   Operation 0 → Machine 0
   Operation 1 → Machine 4
   Operation 2 → Machine 0
   Operation 3 → Machine 6
   Operation 4 → Machine 0
   Operation 5 → Machine 6
   Operation 6 → Machine 2
   Operation 7 → Machine 1
   Operation 8 → Machine 0
   Operation 9 → Machine 5
   Operation 10 → Machine 4
   Operation 11 → Machine 1
   Operation 12 → Machine 4
   Operation 13 → Machine 3
   Operation 14 → Machine 2
   Operation 15 → Machine 2
   Operation 16 → Machine 2
   Operation 17 → Machine 6
   Operation 18 → Machine 6
   Operation 19 → Machine 5
   Operation 20 → Machine 3
   Operation 21 → Machine 3
   Operation 22 → Machine 1
   Operation 23 → Machine 5
   Operation 24 → Machine 1
   Operation 25 → Machine 6
   Operation 26 → Machine 1
   Operation 27 → Machine 5
   Operation 28 → Machine 0
Set parameter TimeLimit to value 1800
Set parameter Presolve to value 2
Set parameter MIPFocus to value 3
Set parameter Heuristics to value 0.1
Set parameter ImproveStartGap to value 0.5
Set parameter Presolve to value 2
Gurobi Optimizer version 12.0.3 build v12.0.3rc0 (linux64 - "Ubuntu 22.04.5 LTS")

CPU model: Intel(R) Xeon(R) W-2145 CPU @ 3.70GHz, instruction set [SSE2|AVX|AVX2|AVX512]
Thread count: 8 physical cores, 16 logical processors, using up to 16 threads

Non-default parameters:
TimeLimit  1800
Heuristics  0.1
MIPFocus  3
Presolve  2
ImproveStartGap  0.5

Optimize a model with 12034 rows, 1309 columns and 58945 nonzeros
Model fingerprint: 0x2f60514e
Model has 10 quadratic constraints
Variable types: 10 continuous, 1299 integer (1228 binary)
Coefficient statistics:
  Matrix range     [5e-01, 5e+02]
  QMatrix range    [1e+00, 1e+00]
  QLMatrix range   [1e+00, 1e+00]
  Objective range  [1e+00, 1e+00]
  Bounds range     [1e+00, 1e+00]
  RHS range        [1e+00, 1e+03]
Presolve removed 2398 rows and 94 columns
Presolve time: 0.22s
Presolved: 9666 rows, 1216 columns, 81384 nonzeros
Presolved model has 10 bilinear constraint(s)

Solving non-convex MIQCP

Variable types: 11 continuous, 1205 integer (1164 binary)
Root relaxation presolve removed 9 rows and 1 columns
Root relaxation presolved: 9657 rows, 1215 columns, 81375 nonzeros


Root relaxation: objective 5.000000e+00, 299 iterations, 0.04 seconds (0.06 work units)

    Nodes    |    Current Node    |     Objective Bounds      |     Work
 Expl Unexpl |  Obj  Depth IntInf | Incumbent    BestBd   Gap | It/Node Time

     0     0    5.00000    0   17          -    5.00000      -     -    0s
     0     0    5.00000    0    7          -    5.00000      -     -    0s
H    0     0                       5.0000000    5.00000  0.00%     -    0s

Cutting planes:
  Gomory: 4
  Lift-and-project: 3
  Flow cover: 14
  PSD: 2

Explored 1 nodes (718 simplex iterations) in 0.87 seconds (1.01 work units)
Thread count was 16 (of 16 available processors)

Solution count 1: 5 

Optimal solution found (tolerance 1.00e-04)
Best objective 5.000000000000e+00, best bound 5.000000000000e+00, gap 0.0000%

User-callback calls 874, time in user-callback 0.00 sec

=== SOLUTION ===
Cmax: 24.0

Operations:
 - Operation 0: start=2.0, end=3.0, Machine 0
 - Operation 1: start=3.0, end=4.0, Machine 4
 - Operation 2: start=4.0, end=8.0, Machine 0
 - Operation 3: start=-0.0, end=3.0, Machine 6
 - Operation 4: start=8.0, end=10.0, Machine 0
 - Operation 5: start=5.0, end=6.0, Machine 6
 - Operation 6: start=6.0, end=7.0, Machine 2
 - Operation 7: start=12.0, end=14.0, Machine 4
 - Operation 8: start=-0.0, end=2.0, Machine 0
 - Operation 9: start=5.0, end=8.0, Machine 5
 - Operation 10: start=11.0, end=12.0, Machine 4
 - Operation 11: start=-0.0, end=5.0, Machine 3
 - Operation 12: start=14.0, end=20.0, Machine 4
 - Operation 13: start=20.0, end=21.0, Machine 3
 - Operation 14: start=-0.0, end=4.0, Machine 2
 - Operation 15: start=5.0, end=6.0, Machine 2
 - Operation 16: start=7.0, end=9.0, Machine 2
 - Operation 17: start=3.0, end=5.0, Machine 6
 - Operation 18: start=6.0, end=9.0, Machine 6
 - Operation 19: start=10.0, end=11.0, Machine 5
 - Operation 20: start=5.0, end=6.0, Machine 3
 - Operation 21: start=6.0, end=14.0, Machine 3
 - Operation 22: start=14.0, end=24.0, Machine 5
 - Operation 23: start=0.0, end=5.0, Machine 5
 - Operation 24: start=9.0, end=12.0, Machine 6
 - Operation 25: start=12.0, end=14.0, Machine 6
 - Operation 26: start=4.0, end=11.0, Machine 4
 - Operation 27: start=11.0, end=12.0, Machine 5
 - Operation 28: start=12.0, end=13.0, Machine 0

[DEBUG]
